docid,class,year,peopl,on,game,time,first,govern,go,world,get,plai,two,film,compani,work,uk,show,sai,firm,against,want,just,music,back,best,told,win,market,number,plan,take,servic,includ,ad,report,wai,month,countri,set,player,befor,labour,000,need,week,parti,look,bbc,expect,three
entertainment.067,entertainment,1,1,0,0,0,0,0,0,1,1,2,1,5,0,0,0,1,0,0,0,1,0,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
entertainment.068,entertainment,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.069,entertainment,1,0,0,0,0,0,0,1,0,1,2,0,4,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
entertainment.070,entertainment,1,0,1,0,0,1,0,0,0,0,0,1,5,0,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
entertainment.071,entertainment,0,0,2,0,0,0,0,0,1,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
entertainment.072,entertainment,0,0,3,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1
entertainment.073,entertainment,0,0,1,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
entertainment.074,entertainment,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
entertainment.075,entertainment,4,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.076,entertainment,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
entertainment.077,entertainment,1,0,1,0,0,1,0,0,0,1,0,1,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0
entertainment.078,entertainment,2,1,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
entertainment.079,entertainment,1,0,2,0,0,0,0,0,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
entertainment.080,entertainment,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0
entertainment.081,entertainment,1,3,2,0,3,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0
entertainment.082,entertainment,1,1,0,0,0,0,0,0,0,1,1,2,8,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
entertainment.083,entertainment,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
entertainment.084,entertainment,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
entertainment.085,entertainment,0,1,1,0,0,0,0,0,0,0,0,1,14,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
entertainment.086,entertainment,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,0,0,1,10,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.087,entertainment,2,0,0,0,0,2,0,0,1,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
entertainment.088,entertainment,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
entertainment.089,entertainment,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
entertainment.090,entertainment,1,0,2,0,0,2,0,1,0,0,0,0,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
entertainment.091,entertainment,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,8,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.092,entertainment,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.093,entertainment,1,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.094,entertainment,0,1,1,0,1,1,0,0,0,0,0,0,7,0,1,0,0,0,0,2,1,0,0,0,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.095,entertainment,1,0,2,0,1,0,0,0,1,0,1,1,5,0,1,1,2,0,0,0,0,0,4,0,22,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
entertainment.096,entertainment,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
entertainment.097,entertainment,0,3,1,0,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
entertainment.098,entertainment,2,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.099,entertainment,3,0,0,0,0,1,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
entertainment.100,entertainment,7,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
entertainment.101,entertainment,3,1,0,0,0,0,0,0,3,0,1,1,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
entertainment.102,entertainment,1,0,0,0,1,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
entertainment.103,entertainment,3,0,1,1,2,6,0,1,0,0,1,1,0,1,2,7,0,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,3,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0
entertainment.104,entertainment,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
entertainment.105,entertainment,2,0,1,0,1,1,0,1,0,0,2,0,1,1,1,0,1,0,0,0,1,0,1,0,3,0,0,0,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
entertainment.106,entertainment,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.107,entertainment,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0
entertainment.108,entertainment,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0
entertainment.109,entertainment,1,0,5,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2
entertainment.110,entertainment,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
entertainment.111,entertainment,2,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
entertainment.112,entertainment,1,0,5,0,1,1,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0
entertainment.113,entertainment,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
entertainment.114,entertainment,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
entertainment.115,entertainment,2,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
entertainment.116,entertainment,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
entertainment.117,entertainment,1,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.118,entertainment,1,0,1,0,0,0,0,0,1,1,5,1,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
entertainment.119,entertainment,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0
entertainment.120,entertainment,3,1,4,0,5,2,0,4,4,0,2,0,0,0,3,1,1,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0
entertainment.121,entertainment,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,2,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1
entertainment.122,entertainment,2,2,5,0,1,2,0,5,3,1,1,2,0,0,0,2,0,1,0,0,1,3,8,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,5,0,2,0,3,3,0,1,0,2
entertainment.123,entertainment,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
entertainment.124,entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.125,entertainment,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
entertainment.126,entertainment,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
entertainment.127,entertainment,3,0,1,1,2,6,0,1,0,0,1,1,0,1,2,7,0,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,3,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0
entertainment.128,entertainment,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
entertainment.129,entertainment,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4
entertainment.130,entertainment,0,1,2,0,0,0,0,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
entertainment.131,entertainment,2,3,0,0,0,0,22,5,1,4,0,0,0,1,1,0,1,0,0,2,2,1,27,2,2,1,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,3,1,2,1,0,1,1
entertainment.132,entertainment,6,0,1,0,2,1,0,2,1,0,0,0,1,0,1,1,0,3,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
entertainment.133,entertainment,6,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1
entertainment.134,entertainment,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,1,0,2,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
entertainment.135,entertainment,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
entertainment.136,entertainment,1,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
entertainment.137,entertainment,3,1,1,0,0,0,0,2,1,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0
entertainment.138,entertainment,1,0,1,0,0,0,0,2,0,0,2,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
entertainment.139,entertainment,4,0,1,0,0,1,0,0,1,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
entertainment.140,entertainment,0,1,0,0,0,1,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1
entertainment.141,entertainment,3,1,3,0,0,2,0,0,0,3,0,3,0,0,4,1,0,0,0,0,3,2,0,1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
entertainment.142,entertainment,2,0,1,1,1,2,0,0,0,0,2,0,0,1,0,5,2,1,0,0,1,0,7,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,2,0,4,0,1
entertainment.143,entertainment,1,0,1,0,2,0,0,2,2,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1
entertainment.144,entertainment,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
entertainment.145,entertainment,6,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1
entertainment.146,entertainment,2,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.147,entertainment,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
entertainment.148,entertainment,1,3,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,16,1,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
entertainment.149,entertainment,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,1,0
entertainment.150,entertainment,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.151,entertainment,1,0,3,0,0,0,0,0,0,0,2,3,1,0,0,2,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1
entertainment.152,entertainment,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,7,0,0,0,0,0,0,0
entertainment.153,entertainment,4,1,3,0,0,0,0,1,1,2,0,0,0,0,0,2,1,1,0,0,0,1,2,0,17,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4
entertainment.154,entertainment,1,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
entertainment.155,entertainment,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1
entertainment.156,entertainment,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,4,0,10,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
entertainment.157,entertainment,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
entertainment.158,entertainment,1,0,1,0,0,0,0,2,0,0,2,0,0,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
entertainment.159,entertainment,2,0,3,0,0,1,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,0,0,0,1
entertainment.160,entertainment,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
entertainment.161,entertainment,2,0,3,0,1,0,0,1,1,1,0,1,0,2,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
entertainment.162,entertainment,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.163,entertainment,1,1,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
entertainment.164,entertainment,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,2,0
entertainment.165,entertainment,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
entertainment.166,entertainment,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
entertainment.167,entertainment,2,3,0,0,1,1,0,1,0,0,2,0,2,0,0,0,1,0,0,0,5,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
entertainment.168,entertainment,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
entertainment.169,entertainment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
entertainment.170,entertainment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0
entertainment.171,entertainment,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,1
entertainment.172,entertainment,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.173,entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
entertainment.174,entertainment,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
entertainment.175,entertainment,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0
entertainment.176,entertainment,0,0,0,0,1,1,0,0,0,0,3,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
entertainment.177,entertainment,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.178,entertainment,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
entertainment.179,entertainment,4,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0
entertainment.180,entertainment,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.181,entertainment,0,2,0,0,0,0,0,3,0,3,0,1,1,0,0,0,4,0,0,0,1,4,0,3,0,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0
entertainment.182,entertainment,0,0,0,1,0,1,0,3,0,1,1,0,2,0,0,0,3,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
entertainment.183,entertainment,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0
entertainment.184,entertainment,2,1,4,0,2,2,0,0,0,0,0,5,0,0,0,0,9,0,0,1,1,0,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,2
entertainment.185,entertainment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
entertainment.186,entertainment,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
entertainment.187,entertainment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
entertainment.188,entertainment,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
entertainment.189,entertainment,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
